CustomerId,primary_persona,secondary_persona,llm_secondary_persona,secondary_persona_llm
EMSP-sg-ggo-24160,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24161,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24164,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24165,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24170,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24171,noise,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24173,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24174,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24175,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24176,regular,residential,Home-Based Suburban Charger,Home-Based Suburban Charger
EMSP-sg-ggo-24177,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24178,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24181,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24182,regular,other,Suburban Explorer,Suburban Explorer
EMSP-sg-ggo-24183,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24184,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24185,regular,residential,Suburb Home Charger,Suburb Home Charger
EMSP-sg-ggo-24186,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
EMSP-sg-ggo-24187,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24188,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24189,regular,tech_park,Tech Park Navigator,Tech Park Navigator
EMSP-sg-ggo-24190,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24191,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24196,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24197,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24198,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24199,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24200,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24201,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24209,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24210,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24212,regular,residential,Home-Base Resident,Home-Base Resident
EMSP-sg-ggo-24213,regular,residential,Home-Neighborhood Regular,Home-Neighborhood Regular
EMSP-sg-ggo-24215,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24216,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
EMSP-sg-ggo-24217,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24218,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24220,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24221,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24222,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24223,regular,shopping_mall,Mall Route Navigator,Mall Route Navigator
EMSP-sg-ggo-24224,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24226,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24228,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24229,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24230,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24231,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24232,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24233,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24235,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24236,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24237,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24238,regular,shopping_mall,Mall Commute Charger,Mall Commute Charger
EMSP-sg-ggo-24239,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
EMSP-sg-ggo-24240,noise,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24241,regular,other,Mall Route Charger,Mall Route Charger
EMSP-sg-ggo-24242,regular,residential,Suburban Home Hub,Suburban Home Hub
EMSP-sg-ggo-24243,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
EMSP-sg-ggo-24244,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24245,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24246,regular,residential,Home-Based Suburban Charger,Home-Based Suburban Charger
EMSP-sg-ggo-24247,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24248,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24249,regular,other,Mall Route Charger,Mall Route Charger
EMSP-sg-ggo-24251,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24253,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24254,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24255,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24256,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24257,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24258,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24259,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24260,regular,tech_park,Tech Park Resident,Tech Park Resident
EMSP-sg-ggo-24261,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24262,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24263,regular,residential,Home-Neighborhood Routine,Home-Neighborhood Routine
EMSP-sg-ggo-24264,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24265,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
EMSP-sg-ggo-24266,regular,residential,Suburban Home Hub,Suburban Home Hub
EMSP-sg-ggo-24271,regular,residential,Home-Base Resident,Home-Base Resident
EMSP-sg-ggo-24272,regular,tech_park,Tech Park Resident,Tech Park Resident
EMSP-sg-ggo-24273,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24274,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24275,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24276,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24277,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24279,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24280,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24281,regular,residential,Suburban Home Hub,Suburban Home Hub
EMSP-sg-ggo-24282,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24283,regular,residential,Home-Neighborhood Resident,Home-Neighborhood Resident
EMSP-sg-ggo-24284,regular,other,Mall Route Charger,Mall Route Charger
EMSP-sg-ggo-24297,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24301,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24310,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24319,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24320,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
EMSP-sg-ggo-24321,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24323,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24325,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24332,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24338,regular,residential,Home-Base Resident,Home-Base Resident
EMSP-sg-ggo-24339,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24340,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
EMSP-sg-ggo-24341,regular,residential,Home-Neighborhood Routemaker,Home-Neighborhood Routemaker
EMSP-sg-ggo-24342,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24343,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24344,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
EMSP-sg-ggo-24345,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24346,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24367,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24368,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24369,regular,residential,Home-Based Suburban Charger,Home-Based Suburban Charger
EMSP-sg-ggo-24370,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24371,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24374,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24376,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24378,regular,residential,Home-Neighborhood Refueler,Home-Neighborhood Refueler
EMSP-sg-ggo-24379,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24380,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24381,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24385,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24386,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24387,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24388,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24389,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24390,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24391,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24392,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24393,regular,residential,Suburb Home Charger,Suburb Home Charger
EMSP-sg-ggo-24394,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
EMSP-sg-ggo-24395,regular,other,Urban Hub Charger,Urban Hub Charger
EMSP-sg-ggo-24400,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24401,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24402,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24403,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24404,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24406,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24407,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24408,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24413,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24415,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24430,regular,residential,Suburban Home Hub,Suburban Home Hub
EMSP-sg-ggo-24431,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24432,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24433,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24434,regular,residential,Home-Neighborhood Refueler,Home-Neighborhood Refueler
EMSP-sg-ggo-24435,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24436,regular,shopping_mall,Mall Route Navigator,Mall Route Navigator
EMSP-sg-ggo-24437,regular,residential,Home-Neighborhood Regular,Home-Neighborhood Regular
EMSP-sg-ggo-24440,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24448,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24449,regular,residential,Suburban Home Hub,Suburban Home Hub
EMSP-sg-ggo-24450,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24452,regular,shopping_mall,Mall Route Charger,Mall Route Charger
EMSP-sg-ggo-24453,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24454,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24455,regular,other,Urban Hub Charger,Urban Hub Charger
EMSP-sg-ggo-24459,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24460,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
EMSP-sg-ggo-24461,regular,residential,Home-Neighborhood Routemaker,Home-Neighborhood Routemaker
EMSP-sg-ggo-24474,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24475,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
EMSP-sg-ggo-24476,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24477,regular,residential,Home-Neighborhood Resident,Home-Neighborhood Resident
EMSP-sg-ggo-24480,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24481,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
EMSP-sg-ggo-24482,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24484,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24485,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24488,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24489,regular,residential,Home-Base Resident,Home-Base Resident
EMSP-sg-ggo-24490,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24491,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24496,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24497,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24498,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24500,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24501,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24502,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24503,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24504,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
EMSP-sg-ggo-24505,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24506,regular,residential,Home-Based Suburban Charger,Home-Based Suburban Charger
EMSP-sg-ggo-24508,regular,residential,Home-Based Suburban Charger,Home-Based Suburban Charger
EMSP-sg-ggo-24509,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24510,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24511,regular,residential,Suburb Home Charger,Suburb Home Charger
EMSP-sg-ggo-24512,regular,residential,Home-Neighborhood Routemaker,Home-Neighborhood Routemaker
EMSP-sg-ggo-24515,regular,tech_park,Tech Park Navigator,Tech Park Navigator
EMSP-sg-ggo-24516,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24517,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24519,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
EMSP-sg-ggo-24523,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24525,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24526,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24527,regular,residential,Suburban Home Charger,Suburban Home Charger
EMSP-sg-ggo-24528,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
EMSP-sg-ggo-24529,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
EMSP-sg-ggo-24530,regular,residential,Suburb Home Charger,Suburb Home Charger
EMSP-sg-ggo-24531,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
EMSP-sg-ggo-24532,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24535,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24536,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
EMSP-sg-ggo-24537,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
EMSP-sg-ggo-24538,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
